"","LastSalePrice","SQFTmain","Bedrooms","Bathrooms","ZIPcode5","YearOfSale","LandSQFT","TaxBeforeSale","AgeNew","Pool","View"
"1",21445214,7028,5,6,90210,2019,39002,21978349,TRUE,TRUE,"none"
"2",6000060,4078,4,4,90210,2017,21114,507385,TRUE,FALSE,"none"
"3",5900059,2819,3,4,90210,2015,21248,2737371,TRUE,TRUE,"none"
"4",14980149,NA,2,4,90210,2017,87036,1650991,TRUE,TRUE,"none"
"5",2350023,2344,2,3,90210,2017,5000,197326,TRUE,FALSE,"none"
"6",2500025,2779,4,3,90210,2012,15138,1999994,TRUE,TRUE,"none"
"7",8995089,6011,4,5,90210,2012,35585,929205,TRUE,TRUE,"none"
"8",1900019,2440,3,3,90210,2013,11537,2218660,TRUE,FALSE,"City"
"9",4775047,4588,4,6,90210,2013,41308,4635341,TRUE,TRUE,"none"
"10",8400084,3845,3,6,90210,2013,46412,3949114,TRUE,TRUE,"none"
"11",3450000,3793,4,5,90210,2011,27636,394097,TRUE,TRUE,"none"
"12",65000650,11880,7,10,90210,2017,91038,19280700,TRUE,TRUE,"none"
"13",19000190,11012,5,10,90210,2019,32014,19135885,FALSE,TRUE,"none"
"14",11625116,4214,4,6,90210,2017,43258,7751128,TRUE,TRUE,"none"
"15",5700057,NA,5,6,90210,2017,26655,490065,TRUE,TRUE,"none"
"16",13000130,4849,2,4,90210,2011,31963,6383295,TRUE,TRUE,"none"
"17",3630036,2372,2,3,90210,2016,5662,2556711,TRUE,TRUE,"none"
"18",3190031,2510,3,4,90210,2015,6402,1274109,TRUE,TRUE,"none"
"19",72500725,11882,8,13,90210,2019,48515,15322932,TRUE,TRUE,"none"
"20",5700057,4375,5,5,90210,2019,28423,500922,FALSE,TRUE,"City"
"21",21000210,7016,4,6,90210,2016,43732,4333396,TRUE,TRUE,"none"
"22",22500225,NA,4,5,90210,2016,31163,5146045,TRUE,FALSE,"none"
"23",4105041,3076,3,4,90210,2015,23964,3169512,TRUE,TRUE,"none"
"24",2610026,3862,4,4,90210,2013,9315,2153013,TRUE,TRUE,"City"
"25",7045070,4314,5,5,90210,2011,21440,2954062,TRUE,TRUE,"none"
"26",16300163,5968,5,7,90210,2017,23220,5384780,TRUE,TRUE,"City"
"27",4000040,NA,5,7,90210,2012,22841,2219380,TRUE,TRUE,"none"
"28",6100061,4066,3,6,90210,2018,22191,798803,TRUE,TRUE,"none"
"29",4575000,3319,4,4,90210,2013,23569,338630,TRUE,TRUE,"none"
"30",15000150,4182,3,4,90210,2018,26629,7109370,TRUE,TRUE,"none"
"31",2806528,3565,4,4,90210,2011,20417,1616319,TRUE,TRUE,"none"
"32",5200052,4192,4,5,90210,2015,26578,2143184,TRUE,FALSE,"none"
"33",14500145,3906,4,5,90210,2015,24008,4720000,TRUE,TRUE,"none"
"34",9500095,3645,3,5,90210,2016,25090,6886496,TRUE,TRUE,"none"
"35",2791000,5295,6,6,90210,2012,22516,1864591,TRUE,TRUE,"none"
"36",6850068,3980,4,5,90210,2018,21943,2530523,TRUE,TRUE,"none"
"37",6680066,3281,4,4,90210,2016,20291,5179445,TRUE,TRUE,"none"
"38",7020070,3644,3,4,90210,2015,25249,353443,TRUE,TRUE,"none"
"39",7220072,3067,4,4,90210,2016,18396,1310026,TRUE,TRUE,"none"
"40",5650056,5170,4,5,90210,2013,19815,638273,TRUE,TRUE,"none"
"41",8735087,4840,6,5,90210,2017,9694,4590000,TRUE,TRUE,"none"
"42",1825018,3032,3,4,90210,2012,11892,1052703,TRUE,TRUE,"none"
"43",1850018,2408,2,3,90210,2010,10495,1864752,TRUE,FALSE,"none"
"44",13100131,5749,3,4,90210,2016,55028,5583874,TRUE,TRUE,"City"
"45",3550035,2801,4,3,90210,2016,14028,1298086,TRUE,TRUE,"none"
"46",10500105,7677,3,5,90210,2015,25014,9197085,TRUE,TRUE,"none"
"47",3519535,4125,5,4,90210,2013,11071,2716684,TRUE,TRUE,"none"
"48",1870018,2103,3,3,90210,2012,10741,1080559,TRUE,TRUE,"none"
"49",1690000,5662,5,6,90210,2010,13148,180833,FALSE,TRUE,"none"
"50",2515025,4346,4,5,90210,2013,12558,1018681,TRUE,TRUE,"none"
"51",4455044,4168,4,5,90210,2018,13716,3119769,TRUE,TRUE,"none"
"52",2192000,2776,3,4,90210,2013,14375,1611222,TRUE,TRUE,"none"
"53",4930049,5390,4,6,90210,2014,16272,2206000,TRUE,TRUE,"none"
"54",2795027,3855,4,4,90210,2011,14042,2009000,TRUE,TRUE,"none"
"55",3326033,NA,4,6,90210,2014,12588,3366333,TRUE,FALSE,"none"
"56",1700000,3968,4,4,90210,2009,15653,931068,TRUE,TRUE,"none"
"57",1635016,2604,3,3,90210,2010,15199,1500000,TRUE,TRUE,"none"
"58",4150041,3466,4,3,90210,2017,12749,1118685,TRUE,TRUE,"none"
"59",2400024,2256,3,3,90210,2008,28363,192662,TRUE,TRUE,"City"
"60",1360000,3094,4,4,90210,2010,8316,434279,TRUE,FALSE,"none"
"61",5800058,3374,4,3,90210,2018,17867,4335000,TRUE,FALSE,"none"
"62",3550000,3279,4,4,90210,2013,14916,1023820,TRUE,TRUE,"none"
"63",5850058,6260,5,6,90210,2015,13295,5303373,TRUE,TRUE,"none"
"64",3525000,3801,5,6,90210,2011,13571,2041525,FALSE,TRUE,"none"
"65",1926000,4602,5,6,90210,2010,10018,1306292,TRUE,TRUE,"none"
"66",1825018,3175,5,4,90210,2012,11336,282133,TRUE,TRUE,"none"
"67",1825018,2848,5,4,90210,2010,13436,1417108,TRUE,TRUE,"none"
"68",1800018,NA,2,3,90210,2009,13790,1107818,TRUE,TRUE,"none"
"69",5825058,3620,4,7,90210,2013,11213,1741784,TRUE,TRUE,"none"
"70",1935019,2202,2,3,90210,2013,9850,1443236,TRUE,TRUE,"none"
"71",6750067,NA,5,5,90210,2017,13039,3340500,TRUE,TRUE,"none"
"72",1700000,NA,4,4,90210,2011,11918,393409,TRUE,TRUE,"none"
"73",2395023,NA,5,5,90210,2011,19189,775619,TRUE,TRUE,"none"
"74",3750037,3925,4,5,90210,2014,17218,1310063,TRUE,TRUE,"none"
"75",3500035,NA,2,3,90210,2017,13026,376803,TRUE,TRUE,"none"
"76",3225032,6318,5,7,90210,2014,15470,221146,TRUE,TRUE,"none"
"77",4000000,3779,3,4,90210,2013,11286,1823000,TRUE,FALSE,"none"
"78",3197531,2671,4,4,90210,2015,17443,1118882,TRUE,TRUE,"none"
"79",2865028,3414,3,4,90210,2018,10764,441708,TRUE,FALSE,"none"
"80",1750000,2557,3,3,90210,2008,11106,213503,TRUE,TRUE,"none"
"81",1480014,3226,3,4,90210,2009,15887,235910,TRUE,TRUE,"none"
"82",1899018,3531,3,6,90210,2012,11024,735923,TRUE,TRUE,"Water"
"83",5000050,4179,5,6,90210,2015,15035,1118075,TRUE,TRUE,"none"
"84",2400000,3668,4,4,90210,2010,17480,311638,TRUE,FALSE,"none"
"85",2750027,2991,4,3,90210,2014,14529,886614,TRUE,TRUE,"none"
"86",1065010,1490,2,1,90210,2012,15378,817523,TRUE,FALSE,"none"
"87",14000000,12874,7,9,90210,2009,61140,7123113,TRUE,TRUE,"City"
"88",6565065,8679,5,7,90210,2016,17459,4771199,TRUE,TRUE,"none"
"89",3875038,6240,4,5,90210,2011,17267,2543567,TRUE,TRUE,"City"
"90",1375013,2439,4,4,90210,2008,10701,131360,TRUE,FALSE,"none"
"91",2760027,2412,2,2,90210,2018,7180,1448662,FALSE,FALSE,"none"
"92",2000000,3005,3,3,90210,2014,14750,1900000,TRUE,FALSE,"City"
"93",14574000,7256,7,7,90210,2016,43680,6888451,TRUE,TRUE,"none"
"94",2950029,3219,4,3,90210,2017,9192,1348847,TRUE,TRUE,"none"
"95",7600076,NA,4,4,90210,2015,26017,6000000,TRUE,TRUE,"none"
"96",1610016,3796,5,4,90210,2011,16606,1498000,TRUE,TRUE,"none"
"97",2575000,4343,4,5,90210,2014,15279,1710128,TRUE,FALSE,"City"
"98",1600000,3650,4,4,90210,2013,10080,154665,TRUE,TRUE,"none"
"99",940009,1403,2,2,90210,2010,5892,618094,TRUE,FALSE,"none"
"100",1997519,NA,2,3,90210,2018,5285,1195448,TRUE,TRUE,"none"
"101",1356013,2782,3,3,90210,2012,11611,188705,TRUE,TRUE,"none"
"102",3800038,7552,6,9,90210,2012,14583,3620000,TRUE,TRUE,"City"
"103",1642016,NA,3,3,90210,2013,20726,776766,TRUE,TRUE,"none"
"104",5600056,4327,4,6,90210,2017,11065,3830901,TRUE,TRUE,"none"
"105",1700017,NA,4,3,90210,2008,7823,648985,TRUE,TRUE,"none"
"106",4785047,5111,5,7,90210,2013,23392,3386000,TRUE,TRUE,"none"
"107",7670076,7224,4,5,90210,2014,24970,8188899,TRUE,TRUE,"none"
"108",3950039,5560,5,6,90210,2010,13963,1757636,TRUE,TRUE,"none"
"109",4525045,2363,3,3,90210,2017,52059,1347759,TRUE,TRUE,"none"
"110",1295012,1542,2,2,90210,2013,17717,621744,TRUE,FALSE,"none"
"111",1350013,2362,2,3,90210,2013,27542,208040,TRUE,TRUE,"none"
"112",2589025,4372,5,6,90210,2015,14857,2173803,TRUE,TRUE,"none"
"113",6800068,4678,4,4,90210,2010,31158,3546582,TRUE,TRUE,"none"
"114",4595045,3933,4,5,90210,2019,18015,4668431,FALSE,TRUE,"Water"
"115",2200022,4188,5,6,90210,2015,9549,278567,TRUE,TRUE,"none"
"116",2300023,2052,3,3,90210,2015,7915,866622,TRUE,TRUE,"none"
"117",7250072,3448,3,4,90210,2015,18104,3010000,TRUE,TRUE,"Canyon"
"118",2350000,2736,4,3,90210,2012,45154,423036,TRUE,TRUE,"City"
"119",2200022,3537,4,3,90210,2018,7724,1040109,TRUE,FALSE,"none"
"120",4000000,4341,4,4,90210,2013,25360,1364035,TRUE,TRUE,"none"
"121",4350043,5782,5,6,90210,2018,17221,3483032,TRUE,TRUE,"none"
"122",3225000,3039,3,3,90210,2014,12368,788473,TRUE,TRUE,"none"
"123",2290022,3197,3,4,90210,2017,13192,1657398,TRUE,TRUE,"none"
"124",2625026,4414,4,4,90210,2012,5121,2142000,TRUE,FALSE,"none"
"125",3641036,3786,4,4,90210,2018,24403,1368635,TRUE,TRUE,"none"
"126",2500025,3260,3,4,90210,2014,8917,2099290,TRUE,FALSE,"City"
"127",14250142,6634,5,7,90210,2016,48432,6521965,TRUE,TRUE,"none"
"128",1500015,2175,3,3,90210,2013,12330,1650000,TRUE,FALSE,"none"
"129",23800238,8872,6,8,90210,2015,31607,1946760,TRUE,TRUE,"none"
"130",11750117,6657,4,6,90210,2017,15802,7968594,TRUE,TRUE,"none"
"131",3000030,3464,4,4,90210,2018,5511,2074497,TRUE,TRUE,"none"
"132",1370013,2060,3,3,90210,2012,6866,903296,TRUE,FALSE,"none"
"133",1025000,1462,2,2,90210,2011,8825,224525,TRUE,FALSE,"none"
"134",2350023,2325,2,3,90210,2018,5620,2011548,TRUE,FALSE,"none"
"135",2728027,2348,2,3,90210,2016,16673,1930000,TRUE,TRUE,"none"
"136",4300043,4650,4,5,90210,2012,41664,3487434,TRUE,TRUE,"none"
"137",2000020,1978,3,2,90210,2019,8536,1357482,TRUE,FALSE,"none"
"138",4600046,3511,4,4,90210,2019,14170,1818859,FALSE,TRUE,"none"
"139",1520015,1755,2,2,90210,2013,6192,1748861,TRUE,FALSE,"none"
"140",41500415,13567,6,10,90210,2018,44806,39270000,TRUE,TRUE,"City"
"141",2491024,NA,5,6,90210,2014,15006,1664639,TRUE,FALSE,"none"
"142",13500135,10482,7,9,90210,2016,32976,274580,TRUE,TRUE,"none"
"143",2287522,2698,4,3,90210,2015,12655,646876,TRUE,FALSE,"none"
"144",3800038,3862,5,6,90210,2011,14785,2929520,TRUE,TRUE,"none"
"145",3225032,2375,2,3,90210,2018,10606,1449712,TRUE,TRUE,"none"
"146",1969019,4142,4,4,90210,2012,13135,1665184,TRUE,TRUE,"none"
"147",1500015,3248,4,3,90210,2009,8099,984664,TRUE,FALSE,"none"
"148",2425024,3818,4,4,90210,2013,14925,910306,TRUE,TRUE,"City"
"149",2300023,NA,3,3,90210,2015,9302,1193055,TRUE,TRUE,"none"
"150",3200032,6740,9,9,90210,2008,14937,1830066,TRUE,TRUE,"Water"
"151",1230000,1616,2,2,90210,2008,6265,2295000,TRUE,FALSE,"none"
"152",2668000,2860,3,4,90210,2014,15138,1417774,TRUE,TRUE,"none"
"153",2795027,2860,3,4,90210,2015,72395,1098228,TRUE,TRUE,"none"
"154",16190161,8110,8,7,90210,2011,147321,15500000,TRUE,FALSE,"none"
"155",11800118,7580,6,7,90210,2015,25424,6916257,TRUE,TRUE,"City"
"156",4675046,5132,4,5,90210,2010,44922,613181,TRUE,TRUE,"none"
"157",1100500,2327,2,3,90210,2011,15172,627480,TRUE,FALSE,"none"
"158",3765037,3053,4,4,90210,2018,10438,2907000,TRUE,TRUE,"none"
"159",2600026,3018,4,4,90210,2014,12018,2377134,TRUE,TRUE,"none"
"160",1300000,3664,4,5,90210,2013,11239,621671,TRUE,TRUE,"none"
"161",1360000,2300,3,3,90210,2015,7907,1095594,TRUE,FALSE,"none"
"162",2549025,3347,3,5,90210,2013,8180,1668358,TRUE,TRUE,"none"
"163",4500045,5269,5,5,90210,2018,14420,741495,TRUE,TRUE,"none"
"164",2795027,3111,3,3,90210,2016,8393,2262597,TRUE,TRUE,"none"
"165",10825108,3836,5,5,90210,2015,24992,4062031,TRUE,TRUE,"City"
"166",3450000,4138,4,5,90210,2015,13172,1917265,TRUE,TRUE,"none"
"167",2150021,NA,4,4,90210,2012,7386,1820000,TRUE,FALSE,"none"
"168",1775017,2988,5,3,90210,2008,19012,738164,TRUE,TRUE,"none"
"169",2775027,2323,3,3,90210,2015,13410,1554168,TRUE,TRUE,"none"
"170",3800038,5418,4,5,90210,2014,91469,2463463,TRUE,TRUE,"none"
"171",4013040,3948,3,4,90210,2017,9335,3606137,TRUE,TRUE,"none"
"172",2450024,2753,3,3,90210,2014,13781,2318000,TRUE,FALSE,"none"
"173",2795000,5730,5,7,90210,2012,10400,2593368,TRUE,TRUE,"Canyon"
"174",3400034,3335,4,5,90210,2014,6363,2426000,TRUE,TRUE,"none"
"175",2000000,3265,4,5,90210,2010,7433,3667410,TRUE,FALSE,"City"
"176",558505,1236,2,1,90210,2011,9706,683932,TRUE,FALSE,"none"
"177",1085010,930,4,1,90210,2016,8357,949781,TRUE,FALSE,"none"
"178",1260012,1040,2,2,90210,2016,7040,615389,TRUE,FALSE,"none"
"179",3600036,2085,4,5,90210,2018,5041,3624441,TRUE,FALSE,"City"
"180",3200032,2621,3,3,90210,2018,16789,274095,TRUE,TRUE,"none"
"181",2925029,NA,4,5,90210,2014,7765,2560000,TRUE,FALSE,"Canyon"
"182",2810028,3875,4,5,90210,2015,11190,2299269,TRUE,TRUE,"none"
"183",1000010,1526,3,1,90210,2014,6146,812378,TRUE,FALSE,"none"
"184",1320013,1360,3,2,90210,2018,8509,104238,TRUE,FALSE,"none"
"185",7000070,5367,6,5,90210,2016,18506,371033,TRUE,TRUE,"none"
"186",8900089,7181,6,7,90210,2019,19835,8670000,TRUE,TRUE,"City"
"187",2500025,2348,3,3,90210,2013,15530,1438173,TRUE,FALSE,"City"
"188",5560055,3910,4,4,90210,2015,13438,3090951,TRUE,TRUE,"none"
"189",3500035,3598,5,5,90210,2018,51929,1160660,TRUE,TRUE,"none"
"190",2580025,2878,3,3,90210,2017,5906,1933627,TRUE,FALSE,"none"
"191",3712000,3174,3,4,90210,2013,10104,1659749,TRUE,TRUE,"none"
"192",3812000,6131,4,4,90210,2016,19650,4150000,TRUE,TRUE,"none"
"193",2000020,2506,3,2,90210,2017,7872,610094,TRUE,FALSE,"City"
"194",16949669,6786,4,7,90210,2019,17806,8734104,FALSE,TRUE,"none"
"195",1995000,2855,2,3,90210,2008,8738,995020,TRUE,FALSE,"none"
"196",1024500,2393,4,3,90210,2012,9811,281396,TRUE,FALSE,"none"
"197",3725000,3982,4,7,90210,2011,25675,2317000,TRUE,TRUE,"none"
"198",3798037,3922,3,5,90210,2014,14123,1197392,TRUE,FALSE,"none"
"199",1945000,1933,2,3,90210,2015,5976,559801,TRUE,TRUE,"none"
"200",6500065,4432,4,5,90210,2015,34328,3691363,TRUE,TRUE,"none"
"201",5400054,1976,2,4,90210,2019,6820,3491436,FALSE,TRUE,"none"
"202",2050000,4294,3,5,90210,2012,10095,1325903,TRUE,FALSE,"none"
"203",1327013,2575,4,4,90210,2009,14986,1614714,TRUE,FALSE,"none"
"204",4651046,3267,4,5,90210,2019,11588,3642886,FALSE,TRUE,"none"
"205",1495014,NA,4,3,90210,2012,11239,421430,TRUE,TRUE,"none"
"206",1790017,1718,2,3,90210,2018,12083,1663257,TRUE,TRUE,"none"
"207",3410034,2371,2,1,90210,2017,20013,313668,TRUE,FALSE,"City"
"208",1952000,3063,4,3,90210,2011,15735,1149517,TRUE,TRUE,"none"
"209",1672516,3022,4,4,90210,2012,11388,1412125,TRUE,TRUE,"none"
"210",7750077,4658,4,6,90210,2016,33885,3241572,TRUE,TRUE,"none"
"211",7050070,10247,6,7,90210,2010,32676,7716941,TRUE,TRUE,"Water"
"212",4300043,3441,3,4,90210,2016,26705,499976,TRUE,TRUE,"City"
"213",1625016,2169,3,4,90210,2011,12225,1350000,TRUE,TRUE,"none"
"214",2651026,NA,3,3,90210,2018,9560,2538575,TRUE,TRUE,"none"
"215",1950019,3678,4,7,90210,2011,7195,2100000,TRUE,TRUE,"none"
"216",2133021,4995,3,4,90210,2011,15641,1217092,TRUE,FALSE,"City"
"217",1400014,2168,3,3,90210,2013,15172,145502,TRUE,FALSE,"none"
"218",2500025,NA,4,4,90210,2014,12737,340611,TRUE,TRUE,"none"
"219",13450134,8141,6,9,90210,2018,47935,7792654,TRUE,TRUE,"none"
"220",5600056,3290,4,3,90210,2018,13051,3517000,TRUE,TRUE,"none"
"221",5700057,NA,5,7,90210,2018,16716,3980918,TRUE,TRUE,"none"
"222",1258000,3352,4,5,90210,2011,7187,366504,TRUE,FALSE,"none"
"223",3875538,5526,5,6,90210,2018,13163,1454501,TRUE,FALSE,"none"
"224",3255032,3162,4,4,90210,2016,7048,2330024,TRUE,TRUE,"none"
"225",820008,2026,2,3,90210,2013,2693,521203,TRUE,FALSE,"none"
"226",1488000,3430,4,4,90210,2010,14751,998156,TRUE,TRUE,"none"
"227",8500085,6169,5,6,90210,2017,19832,2634573,TRUE,TRUE,"none"
"228",2636026,3269,4,4,90210,2014,16915,751615,TRUE,TRUE,"none"
"229",3317033,NA,5,5,90210,2016,15384,2101910,TRUE,FALSE,"none"
"230",3380033,3246,4,5,90210,2017,6925,3050000,TRUE,TRUE,"City"
"231",2250022,2154,3,2,90210,2018,8042,1593263,TRUE,FALSE,"none"
"232",1340013,1327,2,2,90210,2015,9824,1084573,TRUE,FALSE,"none"
"233",1110011,2471,2,3,90210,2009,7330,1475077,TRUE,FALSE,"none"
"234",2225000,2049,2,2,90210,2012,10958,1145000,TRUE,TRUE,"none"
"235",1725017,2233,3,2,90210,2014,7102,876017,TRUE,FALSE,"none"
"236",1992019,3010,3,3,90210,2017,7499,686343,TRUE,FALSE,"none"
"237",2850028,4080,4,4,90210,2015,15022,1238939,TRUE,TRUE,"none"
"238",1600016,2550,4,4,90210,2013,6917,1450000,TRUE,FALSE,"none"
"239",2450024,3397,4,3,90210,2017,9579,2397000,TRUE,FALSE,"City"
"240",1510015,1629,2,2,90210,2013,6638,519375,TRUE,FALSE,"none"
"241",1400014,2630,5,4,90210,2015,25276,1629527,TRUE,FALSE,"none"
"242",1300013,1602,3,2,90210,2015,7482,773080,TRUE,TRUE,"none"
"243",3337533,3281,3,4,90210,2018,9779,3897930,TRUE,TRUE,"none"
"244",2448524,3694,5,5,90210,2011,18675,919642,TRUE,TRUE,"none"
"245",2025020,2346,3,5,90210,2018,9767,2125000,TRUE,TRUE,"none"
"246",1320013,1620,2,3,90210,2013,8481,118246,TRUE,FALSE,"none"
"247",3667536,3800,5,4,90210,2018,6624,2827165,TRUE,TRUE,"none"
"248",2810028,NA,4,5,90210,2012,12656,2610220,TRUE,FALSE,"none"
"249",7000070,6794,6,9,90210,2011,108904,6080000,TRUE,TRUE,"none"
"250",1500000,4438,4,5,90210,2010,13138,1900000,TRUE,FALSE,"none"
"251",2170021,2647,2,3,90210,2019,5683,1846176,TRUE,FALSE,"none"
"252",5300053,3981,5,3,90210,2017,24881,4936572,TRUE,TRUE,"none"
"253",3500000,4210,4,4,90210,2012,112417,3518353,TRUE,TRUE,"Canyon"
"254",4000040,2101,3,3,90210,2018,5898,4270000,TRUE,TRUE,"Water"
"255",8050080,4585,4,5,90210,2015,12489,1644977,TRUE,TRUE,"City"
"256",3300033,2472,3,2,90210,2017,15891,2678229,TRUE,TRUE,"none"
"257",5125051,4583,4,5,90210,2018,6698,3448345,TRUE,TRUE,"none"
"258",3500035,2872,3,3,90210,2014,10455,2243224,TRUE,TRUE,"none"
"259",1200012,1792,3,3,90210,2013,5850,1100000,TRUE,FALSE,"none"
"260",925009,1422,2,1,90210,2010,8198,90969,TRUE,FALSE,"none"
"261",2265022,2085,3,2,90210,2019,7633,2133189,TRUE,FALSE,"none"
"262",1350000,3296,3,3,90210,2012,13504,680652,TRUE,FALSE,"none"
"263",1335013,1780,3,2,90210,2013,7555,929736,TRUE,FALSE,"none"
"264",2050020,1599,3,2,90210,2017,9695,1940000,TRUE,FALSE,"none"
"265",2690000,3928,3,4,90210,2008,24658,1602685,TRUE,TRUE,"none"
"266",2200022,2201,2,3,90210,2018,7998,918531,TRUE,TRUE,"City"
"267",794507,1446,2,2,90210,2011,8210,560000,TRUE,FALSE,"none"
"268",1950019,2646,5,3,90210,2013,6629,739099,TRUE,TRUE,"none"
"269",2900029,1819,2,3,90210,2018,14785,2371315,TRUE,TRUE,"none"
"270",10825108,2270,2,2,90210,2015,12108,1838511,TRUE,TRUE,"none"
"271",1580000,2911,4,3,90210,2011,9578,490508,FALSE,TRUE,"none"
"272",5433554,3151,4,4,90210,2018,15085,2585393,FALSE,TRUE,"none"
"273",6330063,5740,4,5,90210,2016,11010,4173456,TRUE,TRUE,"none"
"274",1769517,2799,3,4,90210,2009,5714,699528,TRUE,FALSE,"none"
"275",2300023,6004,5,7,90210,2014,6637,498519,TRUE,FALSE,"Canyon"
"276",1505015,2560,3,3,90210,2010,8163,2190000,TRUE,FALSE,"City"
"277",1300013,1768,3,2,90210,2015,8216,918006,TRUE,FALSE,"none"
"278",1325013,1851,2,3,90210,2015,6249,1366772,TRUE,FALSE,"none"
"279",785007,1448,3,2,90210,2012,4811,682158,TRUE,FALSE,"none"
"280",2195021,3176,4,3,90210,2013,7454,203834,TRUE,TRUE,"none"
"281",2450024,2365,3,2,90210,2016,10933,1835195,TRUE,TRUE,"none"
"282",5400054,3025,2,3,90210,2014,63084,5715832,TRUE,TRUE,"none"
"283",1960000,3240,4,3,90210,2011,14206,2210000,TRUE,TRUE,"none"
"284",9600096,4254,5,6,90210,2018,36480,519636,TRUE,TRUE,"none"
