"","LastSalePrice","SQFTmain","Bedrooms","Bathrooms","ZIPcode5","YearOfSale","LandSQFT","TaxBeforeSale","AgeNew","Pool","View"
"567",12250122,6456,7,9,90210,2017,29970,667683,TRUE,TRUE,"none"
"568",9400094,12016,6,9,90210,2013,32163,5880733,TRUE,TRUE,"none"
"569",15850158,7636,5,8,90210,2016,50770,10517891,TRUE,TRUE,"City"
"570",5250052,NA,2,3,90210,2010,16424,2695466,TRUE,FALSE,"none"
"571",15500155,4965,4,5,90210,2016,48923,3086796,TRUE,TRUE,"none"
"572",4550000,6006,7,6,90210,2012,14151,1465390,TRUE,TRUE,"none"
"573",15700157,14609,5,8,90210,2011,37575,17807694,TRUE,TRUE,"none"
"574",8200082,6311,4,6,90210,2010,20011,6700000,TRUE,TRUE,"none"
"575",3850000,3996,4,6,90210,2008,27230,371458,TRUE,TRUE,"none"
"576",2625026,3442,3,4,90210,2008,16960,2024444,TRUE,TRUE,"none"
"577",8000080,7841,4,7,90210,2011,45047,434366,TRUE,TRUE,"none"
"578",8000080,9645,5,8,90210,2015,24427,12657203,TRUE,FALSE,"City"
"579",27500275,10909,5,8,90210,2013,77690,10367154,TRUE,TRUE,"City"
"580",10274102,9663,4,6,90210,2011,29363,1887195,TRUE,TRUE,"none"
"581",4800048,2615,3,3,90210,2016,15139,2890749,TRUE,TRUE,"none"
"582",5925059,3696,5,5,90210,2014,14757,467659,TRUE,TRUE,"none"
"583",6100061,6190,4,9,90210,2012,15250,5126224,FALSE,TRUE,"City"
"584",10600106,NA,7,7,90210,2013,42101,7700000,TRUE,TRUE,"none"
"585",6245562,5678,5,5,90210,2013,17006,529183,TRUE,TRUE,"none"
"586",6500065,5645,6,6,90210,2009,22901,503011,TRUE,TRUE,"none"
"587",5450054,3856,4,4,90210,2013,17464,372275,TRUE,TRUE,"none"
"588",7900079,4144,4,7,90210,2019,15332,2416249,FALSE,TRUE,"none"
"589",7500500,5392,6,6,90210,2014,24847,1991886,TRUE,TRUE,"none"
"590",7000070,4228,4,6,90210,2017,20636,784331,TRUE,TRUE,"none"
"591",10500105,10042,6,7,90210,2012,19038,2691533,TRUE,TRUE,"none"
"592",23000230,16733,6,9,90210,2010,66966,10984568,TRUE,TRUE,"none"
"593",6210062,5351,5,7,90210,2009,31377,7032624,TRUE,TRUE,"none"
"594",4855048,NA,4,5,90210,2013,14990,440435,TRUE,TRUE,"none"
"595",12755127,NA,9,10,90210,2019,22914,7941238,FALSE,TRUE,"none"
"596",5475054,2626,4,3,90210,2018,13120,6175000,TRUE,TRUE,"none"
"597",8100081,7180,5,6,90210,2014,24838,4852907,TRUE,TRUE,"none"
"598",13200132,11397,7,11,90210,2019,29428,10597477,FALSE,TRUE,"none"
"599",4500045,6392,5,6,90210,2010,18512,3150909,TRUE,TRUE,"none"
"600",8950089,6787,5,7,90210,2019,14556,3505323,FALSE,TRUE,"none"
"601",6200062,NA,2,2,90210,2019,13091,386738,FALSE,FALSE,"none"
"602",6180061,11117,4,6,90210,2013,27641,1973052,TRUE,TRUE,"none"
"603",3755000,3144,6,4,90210,2011,16786,390356,TRUE,TRUE,"none"
"604",9600096,7744,7,7,90210,2015,21959,2181910,TRUE,TRUE,"none"
"605",4050000,4547,5,5,90210,2012,13543,2023720,TRUE,TRUE,"none"
"606",7252072,9754,6,7,90210,2013,14050,3962235,TRUE,TRUE,"none"
"607",8540085,8766,7,8,90210,2014,20206,8206655,TRUE,TRUE,"none"
"608",4500000,4848,4,6,90210,2010,15542,699069,TRUE,TRUE,"none"
"609",6000060,4663,4,5,90210,2011,23298,493182,TRUE,TRUE,"none"
"610",5650056,3930,4,5,90210,2008,20355,396615,TRUE,FALSE,"none"
"611",9350093,NA,4,6,90210,2016,28003,788366,TRUE,TRUE,"none"
"612",7800000,11679,5,8,90210,2009,45999,9417158,TRUE,TRUE,"City"
"613",22000220,4820,2,4,90210,2018,45950,4649123,TRUE,FALSE,"none"
"614",2665000,5134,5,5,90210,2011,13432,509958,TRUE,FALSE,"none"
"615",3085030,4886,4,4,90210,2011,20504,406424,TRUE,TRUE,"none"
"616",10950109,9405,7,9,90210,2008,36433,8843400,TRUE,TRUE,"none"
"617",8350083,NA,5,5,90210,2017,23320,2382947,TRUE,TRUE,"none"
"618",11945119,3809,3,4,90210,2016,34929,3122490,TRUE,TRUE,"none"
"619",2500025,2256,2,3,90210,2019,18933,309302,FALSE,TRUE,"none"
"620",7500000,2990,3,4,90210,2015,16376,3422778,TRUE,TRUE,"none"
"621",30000300,10380,5,8,90210,2019,30248,7855389,FALSE,TRUE,"none"
"622",14520145,9138,6,8,90210,2012,46099,8056207,TRUE,TRUE,"none"
"623",3385033,2967,3,4,90210,2013,14779,334334,TRUE,TRUE,"none"
"624",9625096,3476,4,5,90210,2015,32698,2908754,TRUE,TRUE,"none"
"625",8675586,4133,4,4,90210,2018,24660,443953,TRUE,TRUE,"none"
"626",10600106,11369,7,11,90210,2014,26006,8742271,TRUE,TRUE,"none"
"627",4225000,2608,2,3,90210,2012,15564,1952593,FALSE,TRUE,"none"
"628",4080000,5078,3,4,90210,2011,32266,2776000,TRUE,TRUE,"none"
"629",16200162,3007,3,4,90210,2016,24736,460365,TRUE,TRUE,"none"
"630",5850000,12800,7,9,90210,2013,33194,437309,TRUE,TRUE,"none"
"631",16200162,6066,6,6,90210,2017,35928,1227198,TRUE,TRUE,"none"
"632",5490000,5476,6,5,90210,2011,18555,471693,TRUE,TRUE,"none"
"633",8255082,5296,7,4,90210,2018,16781,2434391,TRUE,TRUE,"none"
"634",19850198,NA,3,5,90210,2019,16436,725474,FALSE,TRUE,"none"
"635",2836028,4512,5,5,90210,2010,12811,3471000,TRUE,TRUE,"none"
"636",6945569,NA,7,7,90210,2013,23641,5278500,TRUE,TRUE,"none"
"637",6567565,6840,6,7,90210,2013,25069,4300351,TRUE,TRUE,"none"
"638",7300073,7280,6,5,90210,2010,18502,3379533,TRUE,TRUE,"none"
"639",7500075,4120,2,4,90210,2017,14794,5822858,TRUE,TRUE,"none"
"640",8500085,3299,6,3,90210,2014,34875,6450480,TRUE,FALSE,"none"
"641",9826098,6690,8,6,90210,2014,43952,680897,TRUE,TRUE,"none"
"642",7100071,4514,5,5,90210,2017,14383,3225983,TRUE,TRUE,"none"
"643",3875038,5882,8,8,90210,2011,13154,2986610,TRUE,TRUE,"none"
"644",10500105,8888,5,6,90210,2019,23421,6062425,FALSE,TRUE,"none"
"645",9465094,13733,12,12,90210,2016,29112,5907170,TRUE,FALSE,"none"
"646",5900059,4155,4,4,90210,2012,15366,4300000,FALSE,TRUE,"none"
"647",4200000,6865,5,9,90210,2009,16464,1170564,TRUE,TRUE,"none"
"648",8050080,4170,4,5,90210,2016,18270,1690251,TRUE,TRUE,"none"
"649",12150121,8298,4,8,90210,2013,23479,6574492,TRUE,TRUE,"none"
"650",4695546,5856,6,8,90210,2015,22723,2875448,TRUE,TRUE,"none"
"651",7495074,5333,7,4,90210,2014,18421,4832634,TRUE,TRUE,"none"
"652",5650000,4352,4,4,90210,2014,23968,491743,TRUE,FALSE,"none"
"653",8323583,5352,5,6,90210,2019,18876,1465241,FALSE,TRUE,"none"
"654",10050100,7638,6,8,90210,2015,24838,6382202,TRUE,TRUE,"none"
"655",17126171,11588,5,7,90210,2018,29835,16320000,TRUE,TRUE,"none"
"656",10000000,8434,6,8,90210,2010,21214,6926000,TRUE,TRUE,"none"
"657",8000080,NA,6,7,90210,2014,15706,4624031,TRUE,TRUE,"none"
"658",8800088,6785,6,7,90210,2019,20084,5767378,FALSE,TRUE,"none"
"659",25500255,10525,6,9,90210,2017,22570,16051100,TRUE,TRUE,"none"
"660",8843088,4778,5,4,90210,2015,14702,6345863,TRUE,FALSE,"none"
"661",7500075,4713,4,5,90210,2016,15357,651240,TRUE,TRUE,"none"
"662",10100101,6736,5,5,90210,2014,22429,5798355,TRUE,TRUE,"none"
"663",8100081,4534,5,6,90210,2014,20110,4671110,TRUE,TRUE,"none"
"664",11200112,NA,4,6,90210,2016,19135,4094456,TRUE,TRUE,"none"
"665",12000000,NA,12,11,90210,2014,60633,1083383,TRUE,TRUE,"none"
"666",10579105,7926,7,5,90210,2016,16399,5500000,TRUE,TRUE,"none"
"667",7580075,8394,5,7,90210,2010,23902,7883024,TRUE,TRUE,"none"
"668",10200102,9781,5,6,90210,2012,37389,6303086,TRUE,TRUE,"none"
"669",24900249,6033,3,8,90210,2017,29696,7534160,TRUE,TRUE,"none"
"670",6300063,6854,6,8,90210,2011,16358,5507316,TRUE,TRUE,"none"
"671",7950079,5293,6,7,90210,2017,19411,6435575,TRUE,TRUE,"none"
"672",23500235,10288,7,7,90210,2018,50606,6129508,TRUE,TRUE,"none"
"673",7800078,5008,5,7,90210,2016,16180,595650,TRUE,TRUE,"none"
"674",9600096,5645,5,4,90210,2015,18778,2735386,TRUE,TRUE,"none"
"675",9200092,5180,5,4,90210,2013,18647,9156545,TRUE,FALSE,"none"
"676",6500065,NA,3,4,90210,2012,29465,5121000,TRUE,TRUE,"none"
"677",10200102,NA,5,6,90210,2017,18128,6865592,FALSE,TRUE,"none"
"678",27000270,NA,6,8,90210,2018,31197,10770637,TRUE,TRUE,"none"
"679",10025100,9119,6,9,90210,2013,37927,9500000,TRUE,TRUE,"none"
"680",5300053,NA,4,7,90210,2011,13502,5156740,TRUE,TRUE,"none"
"681",4700047,NA,6,5,90210,2011,20138,2575338,TRUE,TRUE,"none"
"682",36000360,12217,7,14,90210,2015,58462,30191407,TRUE,FALSE,"none"
"683",6700000,11656,5,9,90210,2012,14793,7604610,TRUE,TRUE,"none"
"684",4225042,4807,6,4,90210,2011,16455,414277,FALSE,TRUE,"none"
"685",9000090,5269,6,5,90210,2016,30026,4481463,TRUE,TRUE,"none"
"686",4211542,6780,8,7,90210,2010,25631,4817000,TRUE,TRUE,"none"
"687",8650086,6185,7,7,90210,2014,20099,6274496,TRUE,TRUE,"none"
"688",31000310,11540,6,10,90210,2015,28767,11592871,TRUE,TRUE,"none"
"689",5550055,5901,5,6,90210,2012,15293,2204360,TRUE,TRUE,"none"
"690",11918619,8094,6,7,90210,2015,22823,3761965,TRUE,TRUE,"none"
"691",9700000,5977,4,4,90210,2011,25848,6159153,TRUE,TRUE,"none"
"692",7515075,6562,6,5,90210,2012,19037,4728615,TRUE,TRUE,"none"
"693",9150091,5650,5,6,90210,2018,14696,2064332,TRUE,TRUE,"none"
"694",7300073,NA,6,7,90210,2008,17278,3419468,FALSE,TRUE,"none"
"695",5600056,10529,5,5,90210,2008,16990,359285,FALSE,TRUE,"none"
"696",4440000,5010,4,4,90210,2009,14889,3678882,TRUE,TRUE,"none"
"697",20100201,8790,7,5,90210,2017,48493,23858374,TRUE,TRUE,"none"
"698",3452034,2440,4,3,90210,2009,15404,309354,TRUE,FALSE,"none"
"699",21000210,18577,6,10,90210,2016,39433,9339491,TRUE,TRUE,"none"
"700",6400064,NA,5,4,90210,2016,14035,372857,TRUE,TRUE,"none"
"701",2735500,3633,4,4,90210,2011,17993,3320020,TRUE,TRUE,"none"
"702",4750047,4071,3,3,90210,2017,15692,5017163,TRUE,TRUE,"none"
"703",8800088,10047,5,10,90210,2013,19141,4977811,TRUE,TRUE,"none"
"704",15400154,6766,5,8,90210,2013,45128,5062496,TRUE,TRUE,"none"
"705",6880068,7393,6,6,90210,2012,16475,5847988,TRUE,TRUE,"none"
"706",16700167,10944,6,9,90210,2018,49917,4681291,TRUE,TRUE,"none"
"707",7950079,NA,3,2,90210,2013,22938,1653265,TRUE,TRUE,"none"
"708",9400094,NA,7,6,90210,2015,22672,665987,TRUE,TRUE,"none"
"709",4250042,3296,5,3,90210,2016,16612,435802,TRUE,TRUE,"none"
"710",8000080,3432,4,4,90210,2014,24169,4650000,TRUE,TRUE,"none"
"711",13500135,5395,5,6,90210,2019,29294,8263378,FALSE,TRUE,"none"
"712",7840078,4565,4,5,90210,2015,33977,2452291,TRUE,TRUE,"none"
"713",4676500,4068,4,5,90210,2011,15677,2136405,TRUE,TRUE,"none"
"714",6300063,3554,6,4,90210,2012,36006,3083626,FALSE,TRUE,"none"
"715",12100121,5515,7,4,90210,2014,17246,3713504,TRUE,TRUE,"none"
"716",3635536,4400,4,4,90210,2011,16998,3446818,TRUE,TRUE,"none"
"717",34650346,5484,7,8,90210,2019,39163,9162422,FALSE,TRUE,"none"
"718",3050030,3307,5,4,90210,2012,13685,381003,TRUE,TRUE,"none"
"719",3750000,3024,5,5,90210,2011,14696,370262,TRUE,TRUE,"none"
"720",5200052,4423,6,3,90210,2013,13963,564107,TRUE,TRUE,"none"
"721",15600156,9200,7,8,90210,2017,21980,12081475,TRUE,TRUE,"none"
"722",8000080,11012,7,10,90210,2013,27778,5998348,TRUE,TRUE,"none"
"723",3626000,3221,4,4,90210,2011,14255,344428,TRUE,FALSE,"none"
"724",15025150,6743,4,6,90210,2016,22416,11140925,TRUE,TRUE,"none"
"725",8000080,12237,7,10,90210,2012,18085,11000000,TRUE,TRUE,"none"
"726",4370000,3448,3,3,90210,2012,16394,373765,TRUE,FALSE,"none"
"727",5425054,4513,5,4,90210,2013,16213,3668818,TRUE,TRUE,"none"
"728",9350000,8450,6,6,90210,2015,22342,4113354,TRUE,TRUE,"none"
"729",4126041,3735,5,3,90210,2012,15575,3585000,TRUE,FALSE,"none"
"730",5400000,3512,4,5,90210,2008,18587,398900,FALSE,TRUE,"none"
"731",9500095,10442,6,6,90210,2009,30974,10350100,TRUE,TRUE,"none"
"732",18250182,9142,5,6,90210,2017,35619,6545123,TRUE,TRUE,"none"
"733",9800098,4608,6,3,90210,2017,14449,8054634,TRUE,TRUE,"none"
"734",6645066,6537,8,5,90210,2013,30998,695612,TRUE,TRUE,"none"
"735",10350103,6138,5,5,90210,2019,16548,8825000,TRUE,TRUE,"none"
"736",5550055,NA,6,7,90210,2012,14376,3465860,TRUE,FALSE,"none"
"737",6100061,13139,4,9,90210,2008,21963,448443,TRUE,TRUE,"none"
"738",4214500,4314,6,7,90210,2011,17226,2774393,TRUE,TRUE,"none"
"739",16275162,16470,7,9,90210,2012,27431,8605676,TRUE,FALSE,"none"
"740",11240112,5157,5,6,90210,2019,20545,3786100,FALSE,TRUE,"none"
"741",11298112,8710,5,8,90210,2018,19266,5269298,TRUE,TRUE,"none"
"742",3300033,NA,6,9,90210,2011,14082,3400000,TRUE,FALSE,"none"
"743",8100081,6970,4,6,90210,2016,16527,1026227,TRUE,TRUE,"none"
"744",6856068,NA,5,9,90210,2013,18001,4849279,TRUE,TRUE,"none"
"745",7150071,6299,4,6,90210,2019,16383,6181613,FALSE,TRUE,"none"
"746",6000060,5721,7,7,90210,2011,26930,6586000,TRUE,TRUE,"none"
"747",10300103,4772,5,4,90210,2016,26040,7322533,TRUE,TRUE,"none"
"748",13750137,9276,5,6,90210,2015,29578,3900923,TRUE,TRUE,"none"
"749",6632566,NA,4,5,90210,2018,12340,6400000,TRUE,FALSE,"none"
"750",6300063,7618,5,5,90210,2012,21084,2914144,TRUE,TRUE,"none"
"751",6400000,5810,4,5,90210,2014,17604,2087661,TRUE,TRUE,"none"
"752",7495074,4471,5,5,90210,2015,14099,3013886,TRUE,TRUE,"none"
"753",9200000,8752,4,4,90210,2015,16416,3928671,TRUE,TRUE,"none"
"754",5764500,8026,6,6,90210,2012,21674,2991200,TRUE,TRUE,"none"
"755",6686066,6155,4,4,90210,2014,11861,4193521,TRUE,TRUE,"none"
"756",5606556,4735,4,6,90210,2012,16071,2481467,TRUE,TRUE,"none"
"757",9100091,8804,4,7,90210,2011,30306,9030382,TRUE,TRUE,"none"
"758",6315063,NA,6,6,90210,2015,14700,467125,TRUE,FALSE,"none"
"759",7850078,6006,7,6,90210,2014,20856,7026756,TRUE,TRUE,"none"
"760",7900000,NA,8,12,90210,2014,21231,5949956,TRUE,TRUE,"none"
"761",4000000,4089,4,4,90210,2011,17088,375093,TRUE,TRUE,"none"
"762",5383553,4287,4,4,90210,2015,13604,415328,TRUE,FALSE,"none"
"763",5678056,4049,4,5,90210,2014,12525,4500000,TRUE,TRUE,"none"
"764",9000090,5690,7,8,90210,2012,17622,4284000,TRUE,TRUE,"none"
"765",5800000,2894,4,3,90210,2016,12933,344712,TRUE,FALSE,"none"
"766",6200062,5075,5,6,90210,2014,12254,2294783,FALSE,TRUE,"none"
"767",12600126,5588,5,7,90210,2012,22417,4228174,TRUE,TRUE,"none"
"768",6460064,3975,4,5,90210,2014,14590,4056766,TRUE,TRUE,"none"
"769",6700067,NA,4,5,90210,2015,16539,5151700,TRUE,TRUE,"none"
"770",15210152,7645,6,8,90210,2018,53296,7730541,TRUE,TRUE,"none"
"771",10830108,7909,5,5,90210,2014,23710,4803698,TRUE,TRUE,"none"
"772",6300063,6001,5,5,90210,2011,20349,6201585,TRUE,TRUE,"none"
"773",4689546,3273,4,4,90210,2015,14610,4300000,TRUE,TRUE,"none"
"774",5250052,5046,5,5,90210,2013,15492,2217019,TRUE,TRUE,"none"
"775",9650096,NA,5,7,90210,2019,14926,4718799,FALSE,TRUE,"none"
"776",12995129,5602,5,7,90210,2015,16600,5008382,TRUE,TRUE,"none"
"777",9080090,4600,5,5,90210,2017,16216,2390805,TRUE,TRUE,"none"
"778",7200072,4600,6,6,90210,2015,23668,1921739,FALSE,TRUE,"none"
"779",5225052,2740,3,3,90210,2015,13619,1149569,TRUE,FALSE,"none"
"780",6700067,4931,6,5,90210,2014,12251,4713301,TRUE,TRUE,"none"
"781",7300073,3636,5,5,90210,2018,15612,419062,TRUE,TRUE,"none"
"782",7875078,5178,6,6,90210,2012,19515,5436000,TRUE,TRUE,"none"
"783",15300153,NA,5,6,90210,2019,25589,2748035,FALSE,FALSE,"none"
"784",20900209,19194,8,13,90210,2016,26408,13682665,TRUE,TRUE,"none"
"785",6182561,3473,2,4,90210,2019,13789,636546,FALSE,TRUE,"none"
"786",5592555,4972,7,7,90210,2013,18171,2908733,TRUE,TRUE,"none"
"787",9590595,6270,5,8,90210,2016,19514,5547966,TRUE,TRUE,"none"
"788",4900049,2892,4,3,90210,2019,14300,1811827,FALSE,FALSE,"none"
"789",8100000,6724,6,8,90210,2010,36165,884762,TRUE,TRUE,"none"
"790",6750067,NA,7,8,90210,2016,17051,2512353,TRUE,TRUE,"none"
"791",7250000,7844,5,4,90210,2012,16904,3898000,TRUE,TRUE,"none"
"792",17250172,2021,2,3,90210,2012,16209,6781656,TRUE,TRUE,"none"
"793",15262152,4976,4,6,90210,2017,17780,7548000,TRUE,TRUE,"none"
"794",7860578,2469,3,3,90210,2017,16992,372463,TRUE,TRUE,"none"
"795",6650066,7801,5,6,90210,2013,24660,417688,TRUE,TRUE,"none"
"796",6100061,3582,4,3,90210,2015,13742,2142070,TRUE,TRUE,"none"
"797",7990000,5772,7,7,90210,2015,19706,3770492,TRUE,TRUE,"none"
"798",10650106,7362,4,6,90210,2016,20390,8450000,TRUE,TRUE,"none"
"799",5265052,5012,4,6,90210,2012,22933,468789,TRUE,FALSE,"none"
"800",10025100,5554,5,5,90210,2019,18121,10612079,TRUE,TRUE,"none"
"801",7200072,5779,6,6,90210,2012,18463,5206000,TRUE,TRUE,"none"
"802",10550105,6782,6,6,90210,2015,25847,8550000,TRUE,TRUE,"none"
"803",8700087,4403,5,4,90210,2016,16561,407967,TRUE,TRUE,"none"
"804",11000000,5895,5,5,90210,2014,18561,9150000,TRUE,TRUE,"none"
"805",14812648,9229,5,8,90210,2017,21822,10361978,TRUE,TRUE,"none"
"806",9085090,5780,5,7,90210,2018,12023,6657492,TRUE,TRUE,"none"
"807",6325063,4150,4,4,90210,2019,11579,6222000,TRUE,TRUE,"none"
"808",4419500,3732,5,4,90210,2012,22282,407922,TRUE,TRUE,"none"
"809",10350103,6488,6,4,90210,2017,14190,6467753,TRUE,FALSE,"none"
"810",7300073,4603,5,4,90210,2016,19762,1298453,TRUE,TRUE,"none"
"811",4100000,3908,5,5,90210,2011,16409,2896847,TRUE,TRUE,"none"
"812",25000250,12532,5,11,90210,2018,23284,21328199,TRUE,TRUE,"none"
"813",15430154,NA,7,6,90210,2018,21208,8284975,TRUE,TRUE,"none"
"814",6200062,7220,7,7,90210,2013,16027,3137302,TRUE,TRUE,"none"
"815",5800058,NA,6,12,90210,2011,24706,521766,TRUE,TRUE,"none"
"816",7400074,3478,3,4,90210,2018,14199,4963955,TRUE,TRUE,"none"
"817",11250112,3659,3,4,90210,2019,24166,518654,FALSE,TRUE,"none"
"818",5357053,4553,3,5,90210,2015,17763,663964,TRUE,TRUE,"none"
"819",12500125,5216,4,5,90210,2017,22092,6565953,TRUE,TRUE,"none"
"820",3997500,3990,4,3,90210,2012,16460,392364,TRUE,TRUE,"none"
"821",7665000,5665,5,6,90210,2015,15746,3318886,TRUE,TRUE,"none"
"822",9283592,9173,5,6,90210,2012,23576,4596914,TRUE,TRUE,"none"
"823",8050080,4443,5,5,90210,2017,17774,6730975,TRUE,TRUE,"none"
"824",9026090,7556,5,7,90210,2016,14102,4554974,TRUE,FALSE,"none"
"825",8500085,4620,6,5,90210,2016,15680,455777,TRUE,TRUE,"none"
"826",18246682,8560,6,5,90210,2015,27309,9104145,TRUE,TRUE,"none"
"827",6750067,4347,5,4,90210,2019,14348,2100274,FALSE,TRUE,"none"
"828",8000080,7581,6,6,90210,2011,21823,4261351,TRUE,FALSE,"none"
"829",8100081,4368,5,5,90210,2017,15895,451463,TRUE,TRUE,"none"
"830",12150000,8721,8,6,90210,2012,25093,8969000,TRUE,TRUE,"none"
"831",8232082,4958,5,7,90210,2016,20286,468143,TRUE,TRUE,"none"
"832",5000050,5730,5,4,90210,2012,13506,3745062,TRUE,TRUE,"none"
"833",17250172,6968,6,5,90210,2012,18138,10433319,TRUE,TRUE,"none"
"834",13575135,6120,6,6,90210,2018,20051,9537000,TRUE,TRUE,"none"
"835",4392043,4732,5,4,90210,2013,13307,3487572,TRUE,TRUE,"none"
"836",12810128,19474,6,16,90210,2016,29603,15019964,TRUE,TRUE,"none"
"837",6150061,3633,4,4,90210,2019,12135,1338912,FALSE,FALSE,"none"
"838",5626056,2915,4,3,90210,2019,11730,3321651,FALSE,FALSE,"none"
"839",3375000,3256,3,3,90210,2011,12006,331037,TRUE,FALSE,"none"
"840",7500075,5482,5,7,90210,2014,19016,436989,TRUE,TRUE,"none"
"841",5000000,6847,7,7,90210,2012,16036,792632,TRUE,TRUE,"none"
"842",13900139,5650,4,5,90210,2018,19013,2339639,TRUE,TRUE,"none"
"843",7200000,7439,6,8,90210,2011,16717,1954483,TRUE,TRUE,"none"
"844",9995099,6312,5,7,90210,2015,17759,5531370,TRUE,FALSE,"none"
"845",10026600,NA,5,7,90210,2019,13367,4270927,FALSE,TRUE,"none"
"846",5350053,3795,5,5,90210,2016,11885,336559,TRUE,TRUE,"none"
"847",6150061,5717,4,7,90210,2014,15662,442775,TRUE,TRUE,"none"
"848",7425074,4600,7,7,90210,2018,15045,485757,TRUE,TRUE,"none"
"849",7250000,4355,4,4,90210,2013,18168,5894980,TRUE,FALSE,"none"
"850",9500095,7448,5,7,90210,2015,15717,8646000,TRUE,TRUE,"none"
